	n_estimators	target
0	484	Mfge8
0	175	Elovl2
0	317	AI464131
0	160	Slc13a3
0	239	Btbd17
0	254	Gjb6
0	437	F3
0	174	Cth
0	279	Smpdl3a
0	498	Timp3
0	196	Scara3
0	392	Slc6a11
0	175	Tlr3
0	162	Ndp
0	79	Greb1
0	258	Phkg1
0	303	Appl2
0	281	Retsat
0	222	Phka1
0	381	Slc15a2
0	291	Slc9a3r1
0	389	Fgfr3
0	491	Bcan
0	491	Ppap2b
0	226	Sox21
0	226	Oaf
0	410	Slc39a12
0	400	Htra1
0	180	Trps1
0	393	Slc38a3
0	451	Ptprz1
0	549	Gpr37l1
0	191	Acss1
0	518	Atp1a2
0	451	Slc4a4
0	277	Cbs
0	338	Rfx4
0	612	Slc1a3
0	260	Prodh
0	406	Rorb
0	296	Cdc42ep4
0	332	Dio2
0	462	Gja1
0	169	Fam20a
0	299	Acot11
0	190	Pax6
0	227	Ephx2
0	277	Lrig1
0	451	Acsbg1
0	318	Rgcc
0	535	Cldn10
0	400	Sox9
0	388	Fam107a
0	281	Sash1
0	349	Tmem100
0	380	Ezr
0	505	Ntsr2
0	214	Gldc
0	455	Sox2
0	579	Aldoc
0	145	Slc12a4
0	365	Tnfrsf19
0	319	Serpine2
0	381	Timp4
0	160	Bmpr1b
0	307	5930403L14Rik
0	446	Ndrg2
0	64	Aass
0	255	Slc25a18
0	362	Aldh1l1
0	554	Mt2
0	186	Rgs20
0	363	Sfxn5
0	326	Cyp2d22
0	463	Lcat
0	598	Apoe
0	351	Cyp2j9
0	449	Id4
0	483	Pla2g7
0	590	Mt1
0	418	Mlc1
0	25	Cyp4v3
0	440	Aqp4
0	280	Axl
0	340	Naaa
0	166	Pxmp2
0	25	Efs
0	73	Bcar3
0	324	Ednrb
0	153	Cideb
0	188	Naprt1
0	234	E130114P18Rik
0	454	Tmem47
0	390	Fabp7
0	275	Lpar4
0	162	Pdpn
0	231	Ppp1r3c
0	409	Prex2
0	436	Sdc4
0	167	Soat1
0	321	2900052N01Rik
0	433	Fbxo2
0	453	Gstm1
0	173	Agt
0	301	Acaa2
0	383	Cpq
0	233	Tmem176a
0	289	Igfbp5
0	129	Gstm3
0	386	Hopx
0	199	Slc14a1
0	451	Fxyd1
0	227	Acadl
0	188	Cd44
0	227	Rlbp1
0	81	A330048O09Rik
0	407	Emp2
0	314	Mgst1
0	176	Nxn
0	171	Il11ra1
0	255	Nqo1
0	428	Gfap
0	216	Suclg2
0	158	E030003E18Rik
0	254	Rdh5
0	268	Serpinf1
0	230	Aldh1a1
0	154	C4a
0	237	Islr
0	91	Kcne1l
0	473	Id3
0	185	C4b
0	300	Hspb8
0	29	Ddr2
0	147	Mr1
0	51	Gm5089
0	128	Efemp1
0	52	Col23a1
0	75	Rhbdf1
0	225	Plcb3
0	34	Iqub
0	49	A330021E22Rik
0	102	Col5a3
0	69	Spef1
0	75	Gramd1c
0	53	Col12a1
0	283	1700016K19Rik
0	279	Mro
0	272	Iqca
0	319	Krt15
0	316	Aebp1
0	335	Wdr78
0	279	Gm16119
0	318	Sntn
0	251	Bace2
0	456	Ak7
0	296	1700007G11Rik
0	192	Antxr1
0	416	Fam183b
0	216	Fhad1
0	463	Tmem212
0	275	Wdr16
0	393	Rsph4a
0	295	Gm11992
0	275	6820408C15Rik
0	271	Odf3b
0	25	Trim68
0	262	Enkur
0	66	Cdc14a
0	283	Msx1
0	275	Efcab10
0	420	1700094D03Rik
0	25	Naga
0	128	Rassf4
0	70	1700013G23Rik
0	234	Ccdc80
0	264	Capsl
0	455	Dynlrb2
0	274	Riiad1
0	506	Mia
0	271	Ucma
0	55	Dmkn
0	240	Socs3
0	256	Dchs1
0	67	Slc22a4
0	216	Gm5918
0	291	Morn5
0	55	Spef2
0	392	Rsph1
0	318	Lrrc23
0	54	Ptgr1
0	374	Rarres2
0	329	1700009P17Rik
0	242	Plxnb2
0	424	Fam216b
0	446	Mlf1
0	276	Tekt1
0	247	Iqcg
0	233	Adamts20
0	290	Ccdc113
0	279	Ppp1r36
0	155	Pifo
0	91	Lect1
0	368	Mns1
0	264	Dnali1
0	283	1110017D15Rik
0	424	Ccdc153
0	257	Tctex1d4
0	361	Calml4
0	444	Lbp
0	395	Prelp
0	210	Bdh2
0	277	Lrrc48
0	285	Plcd4
0	231	Lrrc51
0	210	Ccdc108
0	261	Plac9a_loc1
0	290	Plac9a_loc2
0	318	Plac9a_loc3
0	252	Kcnj16
0	272	Wdr52
0	282	Spa17
0	135	Foxj1
0	98	Fam71a
0	29	2810047C21Rik1
0	247	Srebf1
0	260	Cox6b2
0	325	Emp1
0	399	Gpx8
0	46	Cxcr4
0	88	Gpr98
0	216	Dnah7a
0	64	Ttc30a2
0	155	Ttc12
0	241	Idh2
0	231	Meig1
0	54	Spata6
0	54	Mamdc2
0	319	Spag17
0	248	Dnah5
0	319	Vwa3a
0	309	Spag6
0	193	Cetn4
0	33	Cep128
0	194	Wdr96
0	40	Fam84b
0	275	Nuf2
0	235	Gm973
0	83	Zfp423
0	214	Pdlim4
0	44	Dnah2
0	108	Celsr1
0	29	Slc26a2
0	167	Ogn
0	105	Gstm2
0	363	Rbp1
0	57	Cox7a1
0	71	Spint2
0	205	Maob
0	337	C1qtnf5
0	40	Igf2
0	249	Col8a1
0	71	Slc2a12
0	208	Sfrp1
0	25	Tbc1d2
0	301	Ephx1
0	78	1500015O10Rik
0	25	Bmp7
0	412	Pbxip1
0	276	Cd248
0	228	Col3a1
0	290	Pdlim1
0	67	Nupr1
0	332	Mgp
0	248	Olfr78
0	310	Ano1
0	278	0610007N19Rik
0	207	Des
0	90	Ephx3
0	71	Plce1
0	267	Gm14005
0	189	Rcsd1
0	364	Higd1b
0	315	Gper1
0	276	Enpep
0	173	Foxs1
0	311	Casq2
0	192	Pgf
0	290	Notch3
0	249	Kank2
0	360	Aspn
0	209	Atp2a3
0	177	Hspb2
0	26	Angpt1
0	247	4930523C07Rik
0	423	S100a11
0	122	Plekhg2
0	403	Pdgfrb
0	212	Rasl11a
0	241	Serping1
0	135	Kcne4
0	177	Lrrc32
0	272	Lama5
0	181	Cped1
0	431	Lamb2
0	290	Crispld2
0	334	Bgn
0	58	Stom
0	240	Col18a1
0	299	Col1a2
0	160	Heyl
0	334	Zfhx3
0	50	Rrad
0	173	Myom1
0	257	Col4a5
0	272	Hey2
0	260	Tinagl1
0	59	Kirrel
0	247	Aoc3
0	388	Cspg4
0	78	Tgfb3
0	409	Emp3
0	349	Ctgf
0	243	Perp
0	167	Filip1
0	315	Slc38a11
0	299	Filip1l
0	245	Phldb2
0	418	Cald1
0	421	Myh11
0	275	Eln
0	456	Acta2
0	613	Myl9
0	447	Crip1
0	228	Wtip
0	486	Tagln
0	461	Tpm2
0	293	Rcn3
0	293	Mylk
0	361	Pln
0	251	Mrvi1
0	281	Rasl12
0	453	Mustn1
0	267	P2rx1
0	247	Ednra
0	371	Gja4
0	229	Pdlim3
0	336	Pcolce
0	114	Tmem51
0	241	Kcnmb1
0	173	Tbx18
0	284	Mrpl15
0	243	Lypla1
0	342	Tcea1
0	410	Rb1cc1
0	384	Pcmtd1
0	272	Sntg1
0	119	Rrs1
0	279	Adhfe1
0	257	Vcpip1
0	111	Sgk3
0	302	Snhg6
0	324	Cops5
0	311	Cspp1
0	317	Arfgef1
0	59	Slco5a1
0	124	Lactb2
0	222	Kcnb2
0	164	Terf1
0	282	Rdh10
0	329	Tceb1
0	239	Tmem70
0	108	Ly96
0	25	Mcm3
0	382	Paqr8
0	414	Tmem14a
0	197	Rims1_loc1
0	59	Rims1_loc2
0	206	B3gat2
0	323	1110058L19Rik
0	404	Lmbrd1
0	311	Phf3
0	186	Khdrbs2
0	155	Rab23
0	98	Zfp451
0	205	Gm15455
0	473	Dst
0	206	Ccdc115
0	159	Imp4
0	195	Amer3
0	317	Arhgef4
0	223	Hs6st1
0	128	Arid5a
0	208	Kansl3
0	174	Cnnm4
0	224	Cnnm3
0	33	Ankrd23
0	102	Ankrd39
0	167	Fam178b_loc2
0	368	Inpp4a
0	251	Coa5
0	340	Unc50
0	57	4930594C11Rik
0	94	Tsga10
0	107	Lipt1
0	153	Mitd1
0	324	Mrpl30
0	299	Txndc9
0	383	Eif5b
0	246	Lonrf2
0	311	Pdcl3
0	236	Npas2
0	272	Rpl31
0	233	Cnot11
0	274	Rnf149
0	502	Map4k4
0	176	Gm16894
0	31	Il1r1
0	171	Slc9a4
0	204	Slc9a2
0	37	Mfsd9
0	337	Pou3f3
0	301	2900092D14Rik
0	317	Mrps9
0	138	Gpr45
0	148	Tgfbrap1
0	217	AI597479
0	233	Nck2
0	104	Uxs1
0	293	Tpp2
0	201	Tex30
0	207	Bivm
0	183	Ercc5
0	178	Gulp1
0	297	Wdr75
0	128	Stat1
0	172	Tmem194b
0	187	Inpp1
0	125	Hibch
0	101	1700019D03Rik
0	37	Pms1
0	130	Ormdl1
0	235	Osgepl1
0	228	Asnsd1
0	159	Gtf3c3
0	425	Sf3b1
0	209	Coq10b
0	396	Hspd1
0	336	Mob4
0	25	Mars2
0	318	Plcl1
0	323	9130024F11Rik
0	205	1700066M21Rik
0	160	Tyw5
0	227	9430016H08Rik
0	358	Spats2l
0	74	Kctd18
0	496	Bzw1
0	294	Clk1
0	205	Ppil3
0	193	Nif3l1
0	242	Orc2
0	364	Ndufb3
0	48	Gm20257
0	238	Cflar
0	197	Casp8
0	288	Stradb
0	163	Als2
0	34	Fzd7
0	279	Nop58
0	418	Bmpr2
0	287	Fam117b
0	297	Wdr12
0	82	Carf
0	215	Nbeal1
0	256	Cyp20a1
0	25	Pard3b
0	300	Nrp2
0	235	Ino80d
0	41	Gm11602
0	338	Ndufs1
0	460	Eef1b2
0	233	Zdbf2
0	182	Fastkd2
0	177	Klf7
0	281	Creb1
0	104	Mettl21a
0	248	Ccnyl1
0	25	Fzd5
0	182	Plekhm3
0	283	Pikfyve
0	217	Rpe
0	51	Kansl1l
0	78	Ikzf2
0	169	Atic
0	67	Pecr
0	238	Tmem169
0	163	Xrcc5
0	278	Smarcal1
0	498	Rpl37a
0	314	Aamp
0	303	Pnkd_loc2
0	312	Pnkd_loc1
0	86	Gm216
0	205	Ctdsp1
0	181	Rqcd1
0	195	Zfp142
0	230	Bcs1l
0	165	Rnf25
0	33	Stk36
0	208	Cyp27a1
0	362	Cdk5r2
0	133	Cnppd1
0	365	Fam134a
0	232	Zfand2b
0	184	Abcb6
0	168	Ankzf1
0	25	Glb1l
0	224	Stk16
0	366	Dnajb2
0	249	Dnpep
0	314	Speg
0	194	Gmppa
0	241	Tmem198
0	36	Obsl1
0	215	Inha
0	230	Stk11ip
0	372	Slc4a3
0	25	Sgpp2
0	272	Farsb
0	151	Utp14b
0	363	Wdfy1
0	239	Mrpl44
0	280	Cul3
0	161	Nyap2
0	41	Rhbdd1
0	336	Mff
0	227	Agfg1
0	348	Trip12
0	237	Fbxo36
0	159	Slc16a14
0	357	Cab39
0	59	4933407L21Rik
0	176	2810459M11Rik
0	369	Psmd1
0	277	Armc9
0	361	Ncl
0	25	Snora75
0	106	C130036L24Rik
0	165	Cops7b
0	197	Dis3l2
0	239	Eif4e2
0	298	Gigyf2
0	163	Inpp5d
0	272	Atg16l1
0	272	Dgkd
0	118	Usp40
0	25	Hjurp
0	25	6430706D22Rik
0	247	Sh3bp4
0	362	Agap1
0	359	Cops8
0	316	Lrrfip1
0	219	Ube2f
0	74	Scly
0	85	Hes6
0	145	Traf3ip1
0	193	Asb1
0	222	Hdac4
0	505	Myeov2
0	369	Gpc1
0	207	Dusp28
0	275	Rnpepl1
0	25	9430060I03Rik
0	171	Capn10
0	148	Mterfd2
0	398	Ppp1r7
0	321	Hdlbp
0	392	Sept2
0	134	Farp2
0	267	Bok
0	135	Thap4
0	235	Atg4b
0	304	Dtymk
0	123	Ing5
0	65	D2hgdh
0	288	Fam174a
0	53	Slco4c1
0	153	Gin1
0	201	Cntnap5b
0	254	Cdh20
0	89	Pign
0	353	2310035C23Rik
0	106	Tnfrsf11a
0	221	Zcchc2
0	385	Phlpp1
0	207	Bcl2
0	310	Kdsr
0	232	Vps4b
0	192	Serpinb8
0	27	Cntnap5a
0	413	Tsn
0	283	Mki67ip
0	347	Clasp1
0	198	Tmem185b
0	61	Ptpn4
0	84	Tmem177
0	91	3110009E18Rik
0	194	B230209K01Rik
0	201	Ccdc93
0	272	Ddx18
0	231	Slc35f5
0	104	Gpr39
0	25	Mgat5
0	98	2900009J06Rik
0	230	Ccnt2
0	327	Rab3gap1
0	204	Zranb3
0	377	Ubxn4
0	263	Dars
0	189	Thsd7b
0	180	Yod1
0	25	AA986860
0	224	Eif2d
0	281	Srgap2
0	257	Slc41a1
0	32	Rab7l1
0	260	Slc45a3
0	25	Elk4
0	123	Klhdc8a
0	256	Tmcc2
0	314	Dstyk
0	214	Rbbp5
0	135	Tmem81
0	25	Mdm4
0	253	Pik3c2b
0	207	Ppp1r15b
0	303	Plekha6
0	157	Etnk2
0	333	Snrpe
0	396	Zc3h11a
0	291	Tmem183a
0	253	Cyb5r1
0	315	Adipor1
0	263	Klhl12
0	228	Rabif
0	278	Kdm5b
0	41	Ube2t
0	388	Arl8a
0	393	Timm17a
0	227	Lmod1
0	304	Ipo9
0	332	Phlda3
0	289	Tmem9
0	240	Kif21b
0	104	Ddx59
0	388	Zfp281
0	54	Gm19705
0	203	2310009B15Rik
0	232	Dennd1b
0	159	Zbtb41
0	194	Kcnt2
0	158	Cdc73
0	288	Glrx2
0	330	Uchl5
0	124	Ptgs2
0	273	BC003331
0	318	Tpr
0	321	Ivns1abp
0	205	Swt1
0	240	Trmt1l
0	290	Rnf2
0	311	Edem3
0	212	Tsen15
0	105	Colgalt2
0	152	Ncf2
0	232	Smg7
0	25	Shcbp1l
0	278	Dhx9
0	301	Rnasel
0	229	Stx6
0	264	Acbd6
0	70	Qsox1
0	226	Cep350
0	216	Tor1aip1
0	361	Tor1aip2
0	296	Abl2
0	271	2810025M15Rik
0	246	BC026585
0	252	Rfwd2
0	254	Tnr
0	392	Mrps14
0	241	Rc3h1
0	412	Gas5
0	195	Dars2
0	88	Cenpl
0	55	Klhl20
0	219	Ankrd45
0	222	Suco
0	210	Pigc
0	32	Mettl13
0	284	Vamp4
0	438	Prrc2c
0	129	Gorab
0	208	Scyl3
0	121	Mettl18
0	218	Slc19a2
0	201	Ccdc181
0	180	Blzf1
0	214	Nme7
0	288	Tiprl
0	173	Gpr161
0	314	Mpc2
0	309	Creg1
0	172	Pou2f1
0	239	Tada1
0	238	Fam78b
0	135	Uck2
0	447	Tmco1
0	260	Aldh9a1
0	132	Rxrg
0	25	Gm7694
0	228	Olfml2b
0	239	Atf6
0	188	Dusp12
0	295	Tomm40l
0	330	Ndufs2
0	300	B4galt3
0	164	Usp21
0	302	Ufc1
0	204	Dedd
0	221	Nit1
0	287	Pfdn2
0	144	Pvrl4
0	300	Usf1
0	173	F11r
0	116	Alyref2
0	319	Copa
0	248	Pex19
0	309	Dcaf8
0	126	Pigm
0	147	Slamf9
0	269	Ccdc19
0	116	Dusp23
0	276	Fmn2
0	315	Fh1
0	273	Cep170
0	192	Sdccag8
0	273	Adss
0	232	Desi2
0	353	Cox20
0	393	Hnrnpu
0	143	Efcab2
0	215	Tfb2m
0	218	Cnst
0	511	Sccpdh
0	201	Ahctf1
0	337	Cdc42bpa
0	286	Adck3
0	189	Psen2
0	33	Gm5069
0	281	Parp1
0	41	Lin9
0	217	Acbd3
0	542	H3f3a
0	295	Sde2
0	210	Pycr2
0	169	Nvl
0	214	Cnih4
0	316	Wdr26
0	188	Enah
0	333	Srp9
0	349	1700047M11Rik
0	399	Trp53bp2
0	320	Susd4
0	110	Disp1
0	215	Brox
0	251	Aida
0	317	Mia3
0	184	Taf1a
0	293	Rab3gap2
0	233	Iars2
0	320	Bpnt1
0	417	Eprs
0	247	Slc30a10
0	224	Lyplal1
0	154	Rrp15
0	154	1700007P06Rik
0	160	Gpatch2
0	266	Kctd3
0	123	Ptpn14
0	210	Rps6kc1
0	280	Angel2
0	121	Mfsd7b
0	182	Tatdn3
0	233	Nenf
0	110	Tmem206
0	270	Ppp2r5a
0	88	Ints7
0	284	Slc30a1
0	193	Rcor3
0	123	Syt14
0	148	Diexf
0	113	A130010J15Rik
0	240	A330023F24Rik
0	83	Mir29c
0	63	Cd46
0	245	Ppp1r14c
0	265	Plekhg1
0	270	Mthfd1l
0	45	Zbtb2
0	172	Rmnd1
0	240	Gm5512_loc1
0	221	1700052N19Rik
0	32	Mtrf1l
0	346	Pcmt1
0	158	Nup43
0	64	BC020402
0	232	Lats1
0	86	Katna1
0	293	Ppil4
0	243	Tab2
0	237	Shprh
0	143	Fbxo30
0	374	Sf3b5
0	25	Plagl1
0	210	Ltv1
0	294	Fuca2
0	236	Pex3
0	195	Adat2
0	254	Aig1
0	316	Vta1
0	279	Reps1
0	213	Nhsl1
0	251	Ifngr1
0	377	Map7
0	249	Gm6251
0	398	Bclaf1
0	26	Pde7b
0	266	Hbs1l
0	275	Tbpl1
0	578	Rps12
0	145	Slc18b1
0	342	Stx7
0	196	Med23
0	303	Epb4.1l2
0	46	L3mbtl3
0	324	Ptprk
0	395	Soga3
0	312	9330159F19Rik
0	272	Echdc1
0	279	Rnf146
0	168	Trmt11
0	307	Hint3
0	209	Hddc2
0	73	Gm3258
0	89	Zufsp
0	296	Rwdd1
0	375	Tspyl1
0	32	Nt5dc1
0	219	Hs3st5
0	284	Hdac2
0	211	Fam229b
0	152	E130307A14Rik
0	286	Rev3l
0	25	Slc16a10
0	287	Rpf2
0	221	Gtf3c6
0	455	Amd2
0	409	Cdk19
0	221	Ddo
0	202	Fig4
0	156	Zbtb24
0	89	Mical1
0	252	Smpd2
0	207	Ppil6
0	378	Cd164
0	127	Cep57l1
0	229	Sesn1
0	91	Armc2
0	140	Lace1
0	376	Snx3
0	263	Ostm1
0	364	Sec63
0	225	Scml4
0	61	9030612E09Rik
0	171	Pdss2
0	80	Bend3
0	269	1700021F05Rik
0	177	Qrsl1
0	153	Rtn4ip1
0	239	Atg5
0	194	Prep
0	135	Popdc3
0	53	Lin28b
0	281	Hace1
0	194	Ascc3
0	226	Dcbld1
0	331	Nus1
0	34	Cep85l
0	248	Asf1a
0	182	Fam184a
0	140	Tbc1d32
0	194	Msl3l2
0	253	Hsf2
0	354	Gcc2
0	324	Lims1
0	289	Ranbp2
0	127	Ccdc138
0	214	Sh3rf3
0	207	Sowahc
0	318	P4ha1
0	268	Micu1
0	135	Dnajb12
0	357	Anapc16
0	236	Tbata
0	101	Eif4ebp2
0	151	Lrrc20
0	362	Sar1a
0	207	Tysnd1
0	52	Aifm2
0	246	H2afy2
0	156	Supv3l1
0	274	Vps26a
0	175	Ddx21
0	269	Ddx50
0	258	Ccar1
0	296	Slc25a16
0	299	Rufy2
0	272	Hnrnph3
0	218	Herc4
0	82	Sirt1
0	238	Dnajc12
0	375	Jmjd1c
0	201	Nrbf2
0	220	Rtkn2
0	249	Arid5b
0	152	Rhobtb1
0	511	Ank3
0	246	Ccdc6
0	182	Slc16a9
0	359	Fam13c
0	81	Bicc1
0	224	Tfam
0	453	Cisd1
0	240	Ipmk
0	99	Pcdh15
0	261	Gnaz
0	181	Rab36
0	376	Bcr
0	178	Specc1l
0	38	Gm5779
0	49	Gucd1
0	346	Snrpd3
0	316	Cabin1
0	54	Gstt1
0	283	Smarcb1
0	122	Zfp280b
0	118	Pcnt
0	129	Ybey
0	247	Mcm3ap
0	223	Pcbp3
0	276	Slc19a1
0	203	Pofut2
0	319	Pttg1ip
0	330	Sumo3
0	235	Ube2g2
0	162	Lrrc3
0	243	1810043G02Rik
0	65	Icosl
0	233	Pwp2
0	250	Agpat3
0	297	Rrp1
0	421	Cstb
0	190	Ilvbl
0	129	Slc1a6
0	192	Mier2
0	142	C2cd4c
0	200	Shc2
0	245	Tpgs1
0	226	Cdc34
0	139	Bc1_loc1
0	135	Polrmt
0	181	Rnf126
0	353	Palm
0	47	E130317F20Rik
0	356	Ptbp1
0	190	Med16
0	112	Arid3a
0	256	Wdr18
0	212	Tmem259
0	119	Abca7
0	192	Hmha1
0	285	Polr2e
0	53	Sbno2
0	221	Stk11
0	267	Midn
0	269	Cirbp
0	144	1600002K03Rik
0	212	Efna2
0	251	Mum1
0	367	Ndufs7
0	259	Dazap1
0	349	Rps15
0	225	Apc2
0	161	2310011J03Rik
0	25	Pcsk4
0	127	Reep6
0	58	Mex3d
0	270	Mbd3
0	110	Tcf3
0	244	Rexo1
0	226	Abhd17a
0	260	Scamp4
0	272	Csnk1g2
0	188	Mknk2
0	154	Mob3a
0	242	Izumo4
0	230	Dot1l
0	247	Plekhj1
0	97	Sf3a2
0	683	Oaz1-ps
0	304	Lsm7
0	289	Sppl2b
0	375	Timm13
0	103	Lmnb2
0	197	Slc39a3
0	320	Sgta
0	211	Thop1
0	312	Map2k2
0	363	Zbtb7a
0	87	Pias4
0	511	Eef2
0	217	Zfr2
0	211	Mrpl54
0	164	Apba3
0	313	Pip5k1c
0	112	Cactin
0	39	Hmg20b
0	247	Fzr1
0	257	Dohh
0	326	Nfic
0	235	Ncln
0	300	Gna11
0	361	Aes
0	250	Tle2
0	105	BC025920
0	84	Sirt6
0	284	Ankrd24
0	121	Gm10778_loc1
0	169	Zfp433_loc1
0	44	Zfp781_loc1
0	85	Gm10778_loc2
0	217	Zfp433_loc2
0	141	Zfp781_loc2
0	74	Zfp873
0	186	AU041133
0	306	Zfp938
0	243	1190007I07Rik
0	250	Gm9855
0	190	Hcfc2
0	281	Nfyb
0	195	Txnrd1
0	288	Chst11
0	122	Slc41a2
0	187	D10Wsu102e
0	251	A230046K03Rik
0	271	Tcp11l2
0	141	Polr3b
0	253	Ric8b
0	203	AI597468
0	163	Mterfd3
0	40	Cry1
0	201	Pwp1
0	122	Prdm4
0	330	Rtcb
0	238	Fbxo7
0	130	1810014B01Rik
0	498	Hsp90b1
0	170	Nup37
0	271	Ccdc53
0	315	Gnptab
0	171	Utp20
0	68	Scyl2
0	253	Actr6
0	348	Uhrf1bp1l
0	185	Apaf1
0	141	Ikbip
0	201	Tmpo
0	245	Lta4h
0	255	Snrpf
0	259	Gm8580
0	410	Metap2
0	297	Vezt
0	141	Fgd6
0	67	Nr2c1
0	368	Tmcc3
0	252	Ccdc41
0	75	Cradd
0	198	Mrpl42
0	347	Ube2n
0	396	Eea1
0	334	Btg1
0	40	Poc1b
0	25	Galnt4
0	111	Csl
0	314	Cep290
0	218	4930430F08Rik
0	210	Rassf9
0	124	Gm15663
0	267	Ccdc59
0	393	Ppp1r12a
0	335	Nav3
0	302	Zdhhc17
0	107	Bbs10
0	25	Gm5176
0	268	Phlda1
0	262	Krr1
0	60	Glipr1
0	254	Tbc1d15
0	256	Tmem19
0	57	Thap2
0	259	Zfc3h1
0	381	Ptprr
0	212	Cnot2
0	125	4933412E12Rik
0	374	Cct2
0	261	Cpsf6
0	182	Nup107
0	174	Mdm1
0	145	Dyrk2
0	33	Helb
0	327	Tmbim4
0	303	Llph
0	262	Gns
0	275	Tbk1
0	156	BC048403
0	43	Gm9079
0	243	Tmem5
0	263	Usp15
0	165	4930503E24Rik
0	182	Slc16a7
0	93	Xrcc6bp1
0	348	Ctdsp2
0	216	Tsfm
0	147	Mettl1
0	101	March9
0	291	Cdk4
0	352	Tspan31
0	132	LOC100504703
0	379	Agap2
0	329	Os9
0	299	B4galnt1
0	46	Slc26a10
0	296	Dtx3
0	404	Dctn2
0	114	Mbd6
0	188	Mars
0	406	R3hdm2
0	114	Ndufa4l2
0	101	Shmt2
0	402	Lrp1
0	204	Stat6
0	208	Nab2
0	71	1700012D01Rik
0	77	Tmem194
0	50	Zbtb39
0	124	Prim1
0	404	Naca
0	393	Ptges3
0	271	Baz2a
0	220	Gls2
0	85	Spryd4
0	71	Timeless
0	183	Stat2
0	96	Pan2
0	300	Cnpy2
0	427	Cs
0	267	Coq10a
0	102	Ankrd52
0	270	Nabp2
0	320	Rnf41
0	377	Smarcc2
0	621	Myl6
0	36	Myl6b
0	74	Zc3h10
0	302	Pa2g4
0	100	Ikzf4
0	25	Suox
0	26	Cdk2
0	62	Dgka
0	28	Tmem198b
0	205	Dnajc14
0	306	Sarnp
0	390	Bloc1s1
0	342	Itga7
0	312	Mir684-1_loc7
0	25	Vmn2r87
0	257	Pisd-ps1
0	135	Sfi1
0	251	Eif4enif1
0	378	Drg1
0	144	Patz1
0	25	Gm11944
0	298	Pik3ip1
0	270	Limk2
0	143	Rnf185
0	200	8430429K09Rik
0	59	Pla2g3
0	164	Inpp5j
0	259	Morc2a
0	267	Dusp18
0	207	Slc35e4
0	181	Pes1
0	216	Sec14l2
0	193	Rnf215
0	294	Sf3a1
0	209	Tbc1d10a
0	33	Ascc2
0	213	Zmat5
0	250	Nf2
0	313	Nipsnap1
0	236	Thoc5
0	347	Ap1b1
0	348	Ewsr1
0	181	Rhbdd3
0	26	Emid1
0	63	Znrf3
0	290	Xbp1
0	136	Ccdc117
0	211	Mrps24
0	203	Urgcp
0	212	2210015D19Rik
0	259	Dbnl
0	25	Polm
0	25	Pold2
0	261	Ykt6
0	371	Nudcd3
0	115	Rps15a-ps6
0	263	Ddx56
0	258	Tmed4
0	382	Ogdh
0	296	Zmiz2
0	293	H2afv
0	39	Gm11974
0	173	Ccm2
0	156	Tbrg4
0	25	Hus1
0	498	Sec61g
0	303	Pno1
0	210	Wdr92
0	347	C1d
0	143	Etaa1
0	168	Spred2
0	436	Rab1
0	173	Cep68
0	227	Sertad2
0	273	Aftph
0	187	Vps54
0	137	Wdpcp
0	155	Tmem17
0	327	Commd1
0	251	Zrsr1
0	305	Cct4
0	40	Fam161a
0	279	Xpo1
0	440	Usp34
0	209	Ahsa2
0	57	Gm12060
0	242	0610010F05Rik
0	218	Pex13
0	207	Pus10
0	193	Fancl
0	49	Vrk2
0	158	Pnpt1
0	298	Smek2
0	326	Ccdc104
0	482	Ccdc88a
0	174	Prorsd1
0	232	Mtif2
0	213	Eml6
0	142	4931440F15Rik
0	371	Acyp2
0	332	Psme4
0	101	Gpr75
0	272	Erlec1
0	232	Asb3
0	245	Chac2
0	273	Cpeb4
0	240	Snrnp25
0	213	Mpg
0	226	Nprl3
0	177	Hbq1b
0	232	Sh3pxd2b
0	271	Ubtd2
0	50	Stk10
0	305	Fbxw11
0	35	Ranbp17
0	214	Lcp2
0	223	Slit3
0	324	Pank3
0	222	Rars
0	157	Wwc1
0	209	Nudcd2
0	40	Pttg1
0	288	Slu7
0	154	Ccnjl
0	246	Pwwp2a
0	334	Ttc1
0	296	Ublcp1
0	329	Rnf145
0	219	Ebf1
0	277	Clint1
0	129	Thg1l
0	249	Adam19
0	67	Fndc9
0	188	Med7
0	463	Gnb2l1
0	51	Irgm1
0	31	Psme2b
0	220	Zfp62
0	237	Mgat1
0	200	Cnot6
0	184	Gfpt2
0	372	Mapk9
0	349	Rnf130
0	221	Tbc1d9b
0	179	3010026O09Rik
0	240	Mgat4b
0	25	Maml1
0	354	Hnrnph1
0	166	Rufy1
0	46	Adamts2
0	212	Zfp354c
0	25	Zfp454
0	173	Zfp2
0	58	Zfp354b
0	88	Zfp354a
0	350	Clk4
0	31	Phykpl
0	315	Nhp2
0	252	Rmnd5b
0	299	0610009B22Rik
0	147	Sec24a
0	393	Sar1b
0	170	Phf15
0	212	Cdkn2aipnl
0	149	Cdkl3
0	409	Ppp2ca
0	264	9530068E07Rik
0	209	Fstl4
0	316	Hspa4
0	202	Zcchc10
0	403	Aff4
0	74	Shroom1
0	433	Kif3a
0	209	Rad50
0	160	P4ha2
0	338	Fnip1
0	309	Rapgef6
0	415	Cdc42se2
0	213	Lyrm7
0	216	Gpx3
0	178	Tnip1
0	283	Anxa6
