TF	target	importance
H2afy	Tex2	6.406182572886736
Prdm15	Iqca	6.406138176613178
Ywhae	Tmem87b	6.406020142292036
Cfl2	Sh3gl3	6.406016736378848
Prdx5	Opcml	6.405954819572102
Pkm	Mrps5	6.405863799603809
Zfp689	Ccnl1	6.405856129121518
Rpl6	Mrpl42	6.405843671405178
Psma6	Bola1	6.405841065970113
Rpl6	Syn2	6.405781592131111
Ets2	Stub1	6.405778823985379
Tcf4	Bex1	6.405757004628008
Zmat4	Ttbk2	6.4055948411575105
Prkrir	Lor	6.405520367167772
Atf4	Idnk	6.40551880723988
Rab14	Plvap	6.4054888282128255
Ywhaz	Yme1l1	6.405446001423728
Thra	Ssrp1	6.405354063196396
Tcf4	Bend4	6.405351675958205
Msi2	Sfrp1	6.405281784803338
Ywhae	Reps2	6.405260352971883
Emx2	Slc6a11	6.405220143679351
Nme1	Necap1	6.405212670282508
Zbtb18	L1cam	6.405070491514851
Celf5	Ptprj	6.404983083405824
Gm14326	Dnajc15	6.404980287698117
Canx	Tm9sf1	6.404834189605106
Got1	Zmat2	6.404824371531801
Peg3	Akap2	6.404776094959324
Klf2	Net1	6.404768175247655
Zscan29	Bmx	6.404710914764154
Vamp3	Rpl18	6.404698679732668
Mapk1	Ehmt1	6.404689064399497
Zfp462	Faah	6.4046638511302705
Ncor1	Sltm	6.40456928743396
Foxp1	Cadm3	6.404486437873875
Psmc2	Atp5k	6.4044746768949965
Dazap1	Egflam	6.404364284747734
Mapk1	Gap43	6.404352505907903
Celf4	Apbb1	6.404349137717253
Adarb1	Dner	6.4043281569164945
Pole4	Bmpr1a	6.404141200898468
Ran	Apip	6.4040798747513845
Pkm	Hsf1	6.404032363785369
Ahr	Lpxn	6.404026949000211
Nup107	Ldhd	6.404000990629238
Tsc22d4	Chn2	6.403873639154096
Pkm	Tmx2	6.403815905661525
Cxx1c	Lpgat1	6.4038011584196655
Tpi1	Trmt6	6.403782386574556
Ctnnb1	Pgpep1	6.403706512254918
Klf9	Tarsl2	6.403665953569732
Ppp2r3d	Rbm3	6.4036423131767455
Prnp	Chpf2	6.403622053407338
Rora	Clstn3	6.403587782451028
Stub1	Map2k4	6.403487335813343
Ywhaz	Sertm1	6.403460598238115
Zmat2	Tigd2	6.403410001151488
H2afz	Cnpy2	6.403338344855542
Diablo	Taf12	6.403293120308057
Zfp738	Adamtsl2	6.403275782982384
Bhlhe22	2510003E04Rik	6.403236368785403
Pkm	Gsk3b	6.402932164631334
Tpi1	Zkscan16	6.402845756310468
Mafb	Pcdh18	6.402813873033848
Zfp740	Cers2	6.402793221013533
Npdc1	D4Wsu53e	6.4027914389373155
Ywhae	Snx14	6.402705897173358
Psmc2	Ndufb4	6.4025901373801295
Prnp	Itpr2	6.4024889856927825
Rab14	Rab28	6.40245705717535
Cxx1c	Poldip2	6.402409851810997
Rbfox2	Zfp318	6.402288514035082
Smarcc2	Set	6.402258809763757
Rps10	Ndufa13	6.402088373559706
Lsm6	Trappc2	6.402012127414912
Zrsr2	Tubb2a	6.401961529892297
Git2	Cxcl1	6.40191742059447
Tsc22d4	Slc4a4	6.401900935191832
Zmat2	Fkbp8	6.401881619837152
Ywhae	Cend1	6.401856177888186
Zbtb18	Jakmip2	6.401844156568297
Rab2a	Itpka	6.401763565284817
Rps10	Gm9846	6.401724628710126
Pura	Pa2g4	6.401722622390876
Irf1	Zfp9	6.401706784529651
H2afz	Rps25	6.401674214596865
Larp1	Cdo1	6.401666749397533
Ubp1	Mapk4	6.401651981391214
Prdm10	Atg7	6.401604417149124
Foxq1	Mcc	6.401603903944236
Cycs	Dnaja2	6.401565443453269
Pkm	Hnrnpu	6.401533280440265
Fez1	Cct3	6.4015035189036436
Rps10	2700060E02Rik	6.401449979488031
Ywhaz	Zfyve28	6.401389513157812
Sod1	2310009A05Rik	6.401308024964753
Rab2a	Grm5	6.40125577015074
Max	Sh3bp5	6.4012419906938804
Rora	Avl9	6.4012366656008
Rufy3	Cox7a2l	6.401229899242237
Rab14	Ptprs	6.401202444628328
Sod1	Tnfrsf12a	6.401198057873177
Nfe2l1	Sult4a1	6.4011629515616075
Klf9	Tshz3	6.4010588522797685
Hey1	Agt	6.401049570208133
Prnp	Htra1	6.401033747347001
Ncald	Sult4a1	6.400997178679281
Zdhhc5	Lyz2	6.40093182667313
Akr1a1	Smim12	6.400915815168104
Zfp280d	Nr4a2	6.400913432539338
Meis2	Arf3	6.400885987519171
Runx2	Doc2b	6.400835503736908
Ctnnb1	Tsen34	6.40082350974686
Bcl11a	Zfp598	6.400812750397128
Thrb	Dtx1	6.400736206328664
Zfp46	Chchd4	6.400734483682713
Srp9	Ndufa3	6.400707445524246
Psma6	Nr2c2ap	6.400633540163399
Luzp2	Ppp1r3g	6.400554343694179
Hif1a	Spast	6.4003721721027835
Pkm	Dzank1	6.400358906283293
Terf2	Smad3	6.400311756367524
Klf4	Dnajb1	6.400308375240725
Mafg	Lhx6	6.400276039857249
Zmat4	Acad9	6.4002497030776215
Snapc5	Rpl24	6.400237677997021
Nme1	Rbm18	6.400235438555014
Zmat2	Cirh1a	6.400222334375697
Ctnnb1	Lrp11	6.400030243610262
Kmt2a	Metap2	6.400025095672536
Sox8	Daam2	6.400006582671961
Rab2a	Setx	6.3999519862398015
Zfp830	Zfp426	6.399923593327126
Hnrnpc	Ncbp2	6.399894350036403
Ywhaz	Eif2s1	6.399775031476579
Gm14305	Trmt12	6.399734388059011
Zfp354c	Gm4636	6.399700024509082
Timm44	Mrgpre	6.399662218460245
Ywhae	Dtnb	6.399650733957243
Celf6	Ubfd1	6.399643906198954
Psmd12	Rpl4	6.399601478509559
Smarca5	Ankrd17	6.399578619237386
Prnp	Ahctf1	6.399525413778202
Zbtb18	Gabpa	6.399522077631032
Ran	Glrx	6.399498738874752
Mapk1	Larp4b	6.399496013514456
Ywhae	Nelfa	6.399352956212949
Hnrnpa0	Rgs7bp	6.399242633411053
Foxp1	Hlf	6.3991860353494765
Ppp5c	Rps6ka4	6.399091176120124
Hspa5	Shfm1	6.39908404132497
Ctnnb1	Phb2	6.399070576614756
Zfp263	Pex1	6.399040937244216
Bhlhe22	Spg21	6.399031623247431
Zfp326	Srpr	6.399029964823555
Rpl6	Rab6a	6.39899312292073
Sox17	Efnb2	6.398869189983764
Sp1	Gpr146	6.3988660781509585
Rab18	Ntmt1	6.398848283156283
Gtf2a2	Psmb6	6.398845640932827
Zkscan17	Gm8096	6.398788768776114
Adarb1	Ap4e1	6.398774111903686
Hes1	Psme2	6.3986521251429425
Sf3b1	Impa1	6.398566500478587
Nme1	Gm13826	6.398548139187405
Cers2	Sec61g	6.398544718290082
Hp1bp3	Cmip	6.398542354159981
Sod1	3830406C13Rik	6.39851227019154
Smad1	AU021092	6.398456715982987
Ebf1	Lama5	6.39844311593316
Rbm17	Spata24	6.398411553067119
Rab14	Igip	6.398410260318066
Ncor1	Bptf	6.398178494934179
Klf9	Pcsk2	6.398162617010119
Zbtb22	Arhgap12	6.39806055191975
Nmi	Tmem88	6.3980391597590005
Myrf	Fryl	6.398013940745058
Ctnnb1	Dbnl	6.398009918862597
Hadhb	Rps3	6.397980663308199
Cycs	2410131K14Rik	6.397902368222798
Grhpr	Anapc13	6.397843144981418
Jazf1	Dyrk3	6.3978202344442305
Morn1	Trpm3	6.397756910317029
Nmral1	Tspan14	6.397734231615065
Ovol2	Inhbb	6.3977195602315735
Maff	Plac9a_loc1	6.397649138099569
H2afz	Cope	6.397641397607993
Pbx2	Sh3bp5l	6.39763957440616
Hp1bp3	Gga3	6.397611603187924
Mga	Tbl1xr1	6.39753437877946
Sox17	Slc7a1	6.397522010219449
Tcf7l2	Smpd2	6.397508091968214
Rab2a	Galnt11	6.397465462806452
Zfp524	Npr2	6.397340561453543
P4hb	Eef1d	6.397240159938087
Msx1	Fsd1l	6.397115324194201
Gpd1	Sh3bgrl3	6.397048680320635
Cycs	Impa1	6.397047895356677
Rbm3	Mrpl33	6.397032047005928
Cycs	Dnm1	6.396961747046924
Paxip1	Gm10664	6.396940013133323
Rab18	Cs	6.3969159445255395
Ascl1	Gtf3c3	6.396882920496769
Foxg1	Dcaf10	6.396874608506138
Zfp93	Dok5	6.396804109740168
Rbfox2	Sap130	6.396798822256271
Ezr	Creg1	6.396791677604595
Ywhaz	Pigk	6.396790180828521
Gmeb2	Nhsl1	6.396735670770044
Tsc22d4	Nynrin	6.396715477515955
Rufy3	Atp8a2	6.396700163822975
Celf4	Pspc1	6.396675960786261
Yy1	Mcm7	6.396625371499568
Gadd45a	Adamts1	6.39660651881392
Kdm4a	Col6a1	6.396597043921552
Diablo	Nrbp2	6.396577451405422
Sox18	Bnip2	6.396562620579093
Tppp	Synrg	6.396561674898173
Cnot4	Vps37c	6.396420029899813
Gm3086	Lrp11	6.396412657802108
Ctnnb1	Trit1	6.396381672210317
Ywhaz	Mcfd2	6.396307227446412
Kcnip1	Atp6ap1	6.396233445556982
Zfp275	Slc2a6	6.396209143912023
Celf4	Alg11	6.3961124007641725
Nono	9030624J02Rik	6.39606969668511
Cers2	Ormdl1	6.396047613061997
Ywhae	Sfmbt1	6.395971211307005
Taf9	Chn1	6.395883695555211
Ran	Nxt2	6.395830208840856
Nr2f1	Rcn2	6.3958011222800275
Map4k2	Crh	6.395637169957571
Gm3086	Ppm1e	6.395604241476624
Klf2	Lef1	6.395601076834064
Dab2	Hbegf	6.395553115634341
Ube2k	Phb2	6.395526690570409
Lhx2	Pacrg	6.395494823266212
Foxn3	Nacad	6.395469038453064
Ywhaz	Rfc2	6.395397696125776
Lsm6	Bloc1s1	6.39526861160251
Npdc1	Trmt61a	6.395228444872719
Tgif1	Pf4	6.395199665554281
Ywhaz	Arfrp1	6.395189369487715
Sox8	Mtf1	6.39515278012376
Zfhx3	Hey2	6.395149139808705
Bcl11a	Mbnl1	6.395126562406443
Fez1	Cbwd1	6.395092030563335
Jund	Sntn	6.3950801215483715
Zfp799	Txndc9	6.395027358101084
Bcl11a	Thy1	6.394975708174536
Rab14	1110008F13Rik	6.394927341939373
Ckmt1	Akap2	6.394924975877963
Tsnax	Opcml	6.3948485400197095
Tef	Man2c1	6.394790697985587
Zmat2	Ten1	6.394675644462783
Rab14	Clip3	6.394567552052561
Sod1	Inpp1	6.394315540848735
Trove2	Gm5607	6.394223758460598
Msx1	Rdh10	6.394198772001001
Zbtb18	Lrrn3	6.394173129548857
Nme1	Armcx3	6.394104102307329
Nme1	Emc4	6.393981423074196
Hlf	Atrnl1	6.393895696133073
Npdc1	St7	6.393883762903516
Bmyc	Ruvbl1	6.393881819881817
Zbtb1	9630013A20Rik	6.393853550324514
Tmem33	4933434E20Rik	6.3938286611384605
Hdac8	Entpd5	6.3937665980154135
Klf6	Rps15a-ps4	6.393753688929429
Rab14	Cacnb4	6.393643187670487
Trim28	Zfand3	6.39363204255128
Ran	2700094K13Rik	6.393611264337523
Tcf4	Ptprj	6.393594218487274
Tppp	Ptp4a1	6.393523638381381
Olig1	Sptlc1	6.393477834888906
Arnt2	Nudt11	6.3934284419232945
Pura	Syn2	6.393343159061365
Anxa1	Enkur	6.393249808084763
Celf4	Rian	6.393232770773688
Olig2	Dnajb2	6.393183985394451
Smarcc1	Uhrf1bp1	6.393163792581325
Ywhae	Cbfa2t2	6.393134004159662
Trim28	Rprml	6.393122842664678
Arx	Cnr1	6.3930075489447615
Taf9	Khdrbs2	6.393000349622045
Sox9	Fam213a	6.392982207755521
Snrpb2	Myeov2	6.3929729579033845
Taf9	Ngdn	6.392917047450283
Hnrnpa0	E130309D02Rik	6.392878048575535
Pqbp1	Rps15a-ps4	6.392874192914335
Celf4	Tmed2	6.392835675346424
Zfp334	Ankfy1	6.39280763290381
Tsc22d4	Car14	6.392765772881879
Prdx5	Tbca	6.392746930360117
Zik1	Csl	6.392706540057601
Pgam2	Dis3l	6.392653920526175
Rbfox2	Bzrap1	6.3925461185262815
Cxx1c	Tax1bp1	6.392530136775932
Cycs	Aldoa	6.392499160901303
Psmc2	Banf1	6.3924436192467535
Mef2c	Phf17	6.3923277170220585
Ezr	Osbpl3	6.392320697279848
Zbtb18	Cd34	6.392178823737773
Zfp383	Mpnd	6.391992507850817
Fez1	Hsbp1	6.391914303585357
Jun	Gpm6a	6.391872450553809
Ywhaz	Zfp955b	6.391732479578179
Etv1	Acot1	6.391730217720302
Ywhaz	Ralgapa1	6.391678083511575
Psma6	Pmpcb	6.391631513809375
Bmyc	Mrps15	6.3916256145250925
Nfe2l1	Fez2	6.391553689106422
Pkm	Nr2c2	6.391504334121344
Zfp94	Ftsj2	6.391461480013934
Dlx2	Cnr1	6.391379308245719
Hnrnpc	Acly	6.391295846988977
Emx1	Nfkbib	6.391258837641236
Rab2a	Epha7	6.391251355350013
Zfp113	Slc10a7	6.391210909077329
Jun	Stambp	6.390997108171069
Zfp37	C2cd2	6.39092865096643
Rab14	Atrn	6.390885290708443
Nfe2l1	Eef1g	6.390744754735983
2310011J03Rik	Pltp	6.390737557366088
Zfp369	Cpa2	6.390709500194833
Cycs	Nono	6.3906858591503
Kcnip1	Dnajc5	6.390658805110978
Ssbp3	Lair1	6.390648361380045
Gtf3a	Polr3d	6.390628643198201
Cycs	Ppih	6.390622319795952
Zbtb18	Wdr47	6.390566920091783
Ascc1	Dnaja4	6.390560985923648
Pkm	Prep	6.390521589013512
Sox10	Itgav	6.390493830058708
Zswim1	Adck2	6.3904744439701355
Nfe2l2	Ccl24	6.3904581944611945
Celf4	Pdf	6.3903628924879285
H2afz	Ica1	6.390349651631571
Nr2f1	Unc5d	6.390322341720591
Npdc1	Celf5	6.390235422342402
Sox9	5930403L14Rik	6.390207761979457
Psmc2	Vamp7	6.390193894365818
Cfl2	Srebf1	6.3901836233232805
Pou3f1	Sorl1	6.390120345857416
Fli1	Bcl2	6.390098348418773
Sox10	Atp11a	6.390065719320419
Tsn	Pdha1	6.390031943767005
Ran	Scrn1	6.389995347789289
Mef2c	Cnpy3	6.389716435158235
Celf4	Sacm1l	6.389685965896151
Grhpr	Pfkl	6.389655642808216
Ywhae	Dhx57	6.389574674991192
Prnp	Gpr161	6.389449185022076
Ubp1	Rapgef6	6.38941188233994
Foxp2	Trpc3	6.3893631608090145
Etv4	Ninl	6.389257631767853
Sp8	Itga3	6.389217596664877
Pura	Wdr83	6.389215672199324
Zfp629	Mgp	6.389208486753338
Rufy3	Ngly1	6.389179378161195
Hmg20a	Add1	6.389123526977659
Snrpb2	Polr1e	6.389053154127254
Smarcc2	Rnf41	6.389030637210398
Snd1	Zdhhc5	6.389025375698904
Sox10	Sirt2	6.388913002226796
Hnrnpc	Pdcd6	6.38883770493973
Gar1	Mgat4a	6.388824273902156
Hes1	Gulp1	6.388809411256475
Tppp	Dram2	6.388755414652091
Zcchc17	Stmn2	6.388703586088804
Cfl2	Eef1a1	6.388693357368714
Lef1	Slc7a5	6.388663472104875
Hspa5	Snx2	6.388659359254014
Rab14	Larp1	6.388578357948362
Mdm2	Ypel2	6.388538046718891
Jund	Atn1	6.388515323053971
Ascc1	Ift80	6.388501993252094
Klf10	Dynll1	6.388291027551958
Npdc1	Tfdp2	6.388208924750989
Prnp	5830417I10Rik	6.388154543157776
H2afy	Nalcn	6.388094875544706
Ncor1	Wbp11	6.388040510070549
Got1	Maged1	6.388029645378024
Mapk1	Eif3f	6.387960527549332
Zc3h7a	Fgd4	6.387948667289415
Cxx1b	Irgq	6.387918137195471
Hes1	Clu	6.387898310162085
Esrrg	Rtn2	6.387836471368718
Lhx6	Cadps	6.387671762689576
Tcf4	Rasal2	6.387652164723316
Hnrnpa0	Pspc1	6.387637172618515
Gtf2a2	Ndufab1	6.387633702190381
Celf5	Gm15772	6.387616265115537
Id4	Galnt1	6.387602589660389
Prnp	Armc10	6.387559565078624
Rfxap	Impad1	6.387413754033708
Pbx1	Slc1a2	6.387401482395677
Tpi1	Rnf219	6.3873931896158975
Ubtf	Sdc3	6.387360036562962
Zic1	Hey2	6.387247881882505
Taf9	Ndufs7	6.387212025149636
Rfxap	Reln	6.387204259415403
Pura	Fam134a	6.387120932124841
Ran	Atp6v0e2	6.386995723697196
Hlf	Bdnf	6.386987410113108
Cat	Sema3d	6.3869652084185
Hes1	Acer2	6.386947525010287
Zfp532	Rad51d	6.386772756303696
Zbtb18	Smarcad1	6.386716922808436
Pik3c3	Grin3a	6.386591213855828
Gm14305	Mrpl4	6.386583865395605
Ckmt1	Aes	6.386503759521216
Pds5a	Sgk1	6.386469757301309
H2afz	Timm17a	6.386447495159114
Ets1	Spock2	6.3863829103102585
Ran	Mfsd5	6.386355799280294
Bhlhe22	Crmp1	6.386347264689535
Prnp	Kif5b	6.386345033196242
Got1	Mblac2	6.3863134131225205
Ckmt1	Fads3	6.386307215235505
Akr1a1	Tufm	6.386261414532742
Celf4	Agpat6	6.3861769427734885
Fosb	Cyr61	6.38609968473478
Creb5	Rnf7	6.386087481310277
Rab14	Psmd3	6.385846292747251
Satb1	Tox	6.3858194084764985
Celf5	Dbr1	6.385635270565567
Foxg1	Rnf139	6.385609327171856
Vps4b	Sec62	6.385597769091952
Hp1bp3	Lrrc58	6.385547302561947
Sox10	Gjb1	6.385535317626938
Olig2	Tppp	6.385508453171736
Prnp	Cldn10	6.385496638868935
Fli1	Ctla2a	6.3854002203218405
Tpi1	Ccdc47	6.385364516959091
Id1	Rpl13	6.385362564278237
Dusp26	Kcnf1	6.38532392798915
Ywhae	Atcay	6.385254942621861
Rufy3	Smarcal1	6.38523680617811
Smad1	Tmem252	6.3851465619040315
Ctnnb1	Emc1	6.385115683480309
Nfe2l2	Cd59a	6.385102292532085
Tfeb	Plp1	6.3851020324633385
Cux2	Rasgrf2	6.385098834050553
Pura	Atpif1	6.384960081043625
Npdc1	Mlxip	6.384886154581885
Tmem33	1700047I17Rik2_loc2	6.3848696311698365
Bcl11a	Zranb1	6.384867807601571
Fos	Gm13293	6.384822205035354
Rufy3	Scamp1	6.384796777249008
Mapk1	Gnao1	6.384793545791577
Snapc4	Nsun7	6.384752380079069
Celf4	Sepp1	6.384533618893065
Pou2f2	Clasp1	6.3845158568812455
Ncor1	Ift88	6.3845011098333035
Rnf138	Rpl9	6.384499355364876
Rora	Nr1d2	6.384494587679689
Rufy3	Trpt1	6.384466494204293
Celf6	Pard6g	6.384452504226234
Ssbp3	Bbs9	6.384398663521016
Fli1	Slco1a4	6.3843890969279204
Ywhaz	Mlst8	6.384381806650474
Zfp14	Dguok	6.384340880128648
Nxph3	Gm21586_loc1	6.3842738478801975
Nap1l1	Tpgs1	6.384186742943404
Msrb3	Dusp1	6.384161268051435
Ccdc25	Psmd12	6.384096890152187
Agap2	R3hdm1	6.3839961061488415
Tppp	Ddx6	6.383907672413713
Rufy3	Srm	6.38379525601593
Foxp1	Mal2	6.383785611667828
Klf13	Atp9a	6.3837813352423485
Pkm	Pop5	6.383764417425821
BC005561	Riok1	6.383744647272727
Prdm4	Pex14	6.38372962883476
Rpl6	C1qbp	6.383716153291172
Snrpb2	Sf3b3	6.38355918701289
Sall1	Acy3	6.383516317273916
Klf9	Rufy1	6.383490884326385
Sf3b1	Zmym3	6.383466908048655
Tmem33	Tspan2	6.383462987330217
Pkm	Lrrc24	6.383460789165333
Hivep2	Rab11fip3	6.383387777734069
Celf4	Golga7b	6.3833730674420055
Ezr	Slc12a4	6.383371098580625
Irf1	Grin2c	6.3831743824456995
Sod1	Rps11	6.383065887547185
Got1	Ctc1	6.383039871366146
Zscan29	Casq2	6.383025471139795
Dlx1	Parm1	6.382980282477966
Cd59a	Paip2	6.3829481294779065
Bcl11a	Celf3	6.382873519599551
Lcorl	Zfp422	6.3828459985504615
P4hb	Tspan31	6.3828301563364525
Hivep3	Cabp1	6.38271723906212
Rab18	Acot7	6.382558832466941
Rab2a	Ifngr2	6.382466414610348
Mapk1	Cacna1a	6.382449027050472
Id2	Hmgb3	6.382419462064842
Hnrnpa0	March6	6.382363443018684
Zfp202	Cd86	6.38235721362138
Etv1	Acvr2a	6.38235380008165
Mapk1	Desi2	6.382324993245084
Zfp672	Rnd2	6.382309169597838
Vamp3	Sft2d1	6.382264271118642
Ckmt1	6330419J24Rik	6.382253116398856
Kcnip1	Tshz1	6.382237362974753
Hp1bp3	Trim8	6.382175167057202
Nono	Eif4a2	6.382103657634738
Nfkb1	Ccdc120	6.3820725022580715
Zfp768	Metap1d	6.382036486929622
Churc1	Dram2	6.382035809224741
Tceal5	Nagk	6.381996141265296
Cycs	Gm6402	6.3819823302065055
Cers2	Rnpepl1	6.38179454278601
Ywhae	Scaf8	6.381764644496216
U2af1	Fdft1	6.381736152450244
Nmral1	Cyp51	6.381717914269698
Mapk1	Elovl4	6.381700198980639
Rnaseh2c	Abcf1	6.381664242122807
Npdc1	Cox18	6.381642870184774
Uqcrb	Mrpl54	6.381640734027011
Srebf1	Usp54	6.381596791382836
Foxn3	Mospd1	6.381554888594943
Hmgb1	Smim8	6.381522541506918
Rab18	Gm5113	6.381453672526741
Zfp706	Ahsa1	6.381403324179187
Hnrnpc	Pqbp1	6.381398318204229
Celf4	Chm	6.381351628079497
Dhx36	Srsf1	6.381342836160799
Akr1a1	Nkiras1	6.38130369187679
Diablo	Abhd4	6.3812439315526905
Zfp462	Shisa6	6.3811330564205075
Id4	1110001J03Rik	6.3810708100587
Nfyb	Zfp704	6.3810075961058645
Ywhae	Eprs	6.38098057436408
Npdc1	Smg5	6.38095983111458
Thra	Fnbp4	6.380886639650548
Tcf4	Arl14ep	6.380850429126083
Zfp687	Fgfbp3	6.380811184407292
Ywhaz	Api5	6.380788488416889
Mdm2	Slc45a3	6.380702447988843
Tcf4	Rnf6	6.380682724999149
Celf4	Tmx2	6.380625876576816
Prnp	Pds5b	6.380582237464777
Celf4	Rfwd2	6.38052659445025
Zfp41	Slc25a10	6.380510380350673
Zfp202	Nrros	6.380479932709298
Zfp462	Luc7l	6.380413896011468
Zfp219	Oaz1	6.380385764886684
Bcl11a	Wdr47	6.380277522043468
Foxf2	Arhgap18	6.380228507101336
Zfp91	Mir684-1_loc1	6.380204638745452
Hadhb	Dstn	6.380178651144092
Msi2	Stat3	6.380151452158546
Stub1	Pabpc1	6.380070184780855
Sod1	Naa35	6.380044155199836
Hivep2	Rab3d	6.38004363376815
Gm14305	Mif	6.379858074761892
Arx	Ldhb	6.379845387863567
Tpi1	Snord64	6.379830198629913
Nfix	Zc3h14	6.379748635543576
Onecut2	Arhgef19	6.3796917653389515
Peg3	Dhrs13	6.379532954228653
Tcf4	Slc30a5	6.379413903977192
Ubtf	Elavl1	6.379396916370935
Zrsr2	Nefl	6.37937793515217
Bcl11a	Il34	6.379377087720256
Rab2a	Mrps26	6.379360401376225
Psmc2	Pvt1	6.379342592428749
Ets1	Ggta1	6.379315468905445
Trim28	Prmt5	6.379312093765048
Tpi1	Grhpr	6.379311513113236
Zfp445	Sec16a	6.379280821528766
Aff4	Copz1	6.379081378347613
Rufy3	Chic1	6.378809258940606
Lsm6	Snhg3	6.378704781601261
Npdc1	Slc25a25	6.378700059369095
Hivep2	Ephb3	6.378694979140273
Tmem33	Hsdl2	6.378690258821723
Klf4	Fas	6.3786854138137645
Ran	Tvp23b	6.378656847937078
Celf4	Opa1	6.378651536925989
Msra	Rasgrf1	6.378590090910707
Runx1	Marcks	6.3784783442981166
Celf4	Prss12	6.378466991352021
Mex3c	Trem2	6.378443860643762
Akr1a1	Nit1	6.3783047442575915
Zfp628	Caap1	6.378247600000198
Tcf4	Thsd4	6.378244324837985
Hivep2	Begain	6.377949997356536
Epas1	Plscr4	6.377825288321837
Cfl2	Vcl	6.377782748281793
Ckmt1	Nr2c2ap	6.377768334324205
Ncbp2	Imp3	6.377732028400413
Parp1	Ddx47	6.3776776763435645
Sf1	Eif4g3	6.377669753130041
Rbfox2	Pcnxl2	6.377651640930321
Adarb1	Phka1	6.3774728126084455
Rab2a	Esyt2	6.37746555992862
Cycs	Fam45a	6.377442431707493
Dhx36	Msl1	6.377422025102253
Sod1	Ska2	6.377379261571032
Kmt2a	Scn1a	6.377375579709953
Ncor1	Ankrd17	6.377329043114364
Rpl6	Umps	6.377313574870508
Olig1	Usp16	6.377159572055147
H2afz	Grwd1	6.3771395978799355
Peg3	Asb1	6.377009643404447
Nfe2l2	Cxcr4	6.37700078291388
Rab2a	Seh1l	6.376994705241295
Ywhae	Lynx1	6.376966600487486
Nr4a1	Arl5b	6.376945745420581
Egr1	1700086L19Rik	6.3766465356308215
Kcnip1	Pcdh18	6.376586222316193
Nmral1	1110007C09Rik	6.376561445579748
Rab14	Ank2	6.376488420598628
Zfp777	Aldh3b2	6.3764240206844045
Cycs	Lyplal1	6.376394446654557
Cxx1c	Vdac2	6.376387854040947
Purg	Wdfy3	6.376375192875417
Bcl11a	Ephb2	6.3763698464946525
Celf4	Gorasp2	6.3763607706954035
Hnrnpc	Trappc13	6.376354787921442
Ran	Chchd1	6.376239058042227
Ssrp1	Fam65a	6.376197108781028
Sox9	Slc1a4	6.3761098046755
Psmc2	Cystm1	6.376017496224707
Mapk1	Mkrn2	6.375967896056806
Ran	Metap2	6.375953084907729
Ncald	Deptor	6.375936031343438
Tbr1	Tbrg1	6.375729384492923
Rab2a	Gyk	6.375655668174196
Srp9	Hist3h2a	6.375605735051884
Prnp	Cers6	6.375573706831688
Creb3	Rnf181	6.375523864578473
Pkm	Gpatch11	6.375523425786363
Ran	Pigx	6.375461541849604
Ywhaz	Ddx46	6.375396543099119
Mga	Dennd1b	6.375379196186206
Rbm8a	Ndufb10	6.375365030240464
U2af1	Eef1a1	6.375328862767465
Nr3c1	Cadm2	6.3753098683866165
Neurod2	Tbpl1	6.375270102090465
Nmral1	Mbnl2	6.37521900325163
E2f5	Pusl1	6.375211517961719
Rorb	Rbfox3	6.375192936104091
Nr2f2	Zscan21	6.375160202204192
Kcnip1	Ttc28	6.375126292809627
Id2	Prex1	6.375124870775162
Creb3	Bud31	6.37487971872178
Ube2v1	Prrg3	6.374828289483811
Cycs	Drg2	6.374797089414279
Tcf4	Diras1	6.374783452038664
Ywhaz	Txndc9	6.374753865465216
Tpi1	Eif5a	6.374530631995453
Ckmt1	Scfd1	6.37449804561864
Bcl11b	Mapk8ip3	6.374446723132416
Crem	Rgs5	6.374324480266151
Klf9	Rnf168	6.374287397752093
Mef2c	Atp6v0e2	6.3742484424560395
Cycs	Pcx	6.374245900425979
Prdm1	Emcn	6.374239361231041
Sf3b1	Dcun1d2	6.37420129652454
Zfp445	Plxnd1	6.37412343525396
Rufy3	Gm14325	6.374066551328433
Rora	2310042E22Rik	6.3740560712041825
Tpi1	Nup107	6.374022037587827
Hnrnpa0	Morf4l1	6.3738401397362665
Mef2c	Cox6c	6.3737689959551425
2310011J03Rik	Nes	6.373747466183003
Smarcc2	Prrc2b	6.373725909636015
Nmral1	Fabp5	6.373620271633397
Ywhae	Paxip1	6.373599355373241
Cfl2	Gnpda2	6.373433038517417
P4hb	Xrcc3	6.373423929196967
Celf4	Mmp24	6.373420271187297
Hif3a	Slc16a6	6.373312815135993
Akr1a1	Ghitm	6.3733112597210635
Mapk1	Siah1a	6.3732329110647274
Otud4	Unc79	6.373211178048098
Plagl2	F13a1	6.3728488642018055
Hivep2	Zmiz1	6.372698211345559
Tcf12	Gimap6	6.372690783560301
H2afz	Dlg1	6.372610118397694
Bcl11a	Golgb1	6.372574070599468
Runx2	Samd5	6.372388645816057
Ctcf	Nipbl	6.372364692793592
Cers2	Rftn1	6.372362222619879
Ywhae	Pick1	6.372343333356782
Mef2c	4930422G04Rik	6.3723215279671575
Zfp191	Ralb	6.372318571207742
Dab2	Rsbn1l	6.372307531540809
Sf3b1	Ahsa2	6.3719503788701735
Nap1l1	Tox4	6.371948425083895
Foxg1	Eif4e3	6.371871531385721
