	target	non_zero
9831	Tgfbr2	285
9832	Sap25	285
9833	Farp2	285
9834	Crocc	285
9835	C130074G19Rik	285
9836	Pdgfrb	285
9837	Dph2	285
9838	Lrrc20	284
9839	Rasl11a	284
9840	Cd55	284
9841	Akap12	284
9842	Ccbl1	284
9843	Elac2	284
9844	Zkscan14	284
9845	Nmrk1	284
9846	Ttll12	284
9847	Slc15a2	284
9848	Hus1	284
9849	Tgfbr3	284
9850	Znrf2	283
9851	Cntnap5b	283
9852	Slc29a4	283
9853	Dnah6	283
9854	Tmem255a	283
9855	Wdpcp	283
9856	Zfp946	283
9857	AA414768	283
9858	Trim66	283
9859	Zfp809	283
9860	Kctd9	283
9861	2900079G21Rik	283
9862	Ctdp1	282
9863	Kcnj2	282
9864	Rpp40	282
9865	2610034B18Rik	282
9866	Trpm4	282
9867	Zc3h10	282
9868	3000002C10Rik	282
9869	Ctsc	282
9870	Ankrd9	282
9871	Lmln	281
9872	Supt3	281
9873	Mcm4	281
9874	Grik4	281
9875	Swap70	281
9876	Gm12992	281
9877	Aif1l	281
9878	Rfc4	281
9879	Irf9	281
9880	Rnf31	281
9881	Nfkb1	281
9882	Eltd1	280
9883	4930570G19Rik	280
9884	Crlf2	280
9885	Gm16894	280
9886	Col9a3	280
9887	Ankrd42	280
9888	Smim3	280
9889	Cdk5rap2	280
9890	Npy5r	280
9891	Trabd	280
9892	Zc3h12c	280
9893	Slc45a3	280
9894	Vars2	280
9895	Ufsp1	280
9896	Acvr1b	280
9897	Setd6	280
9898	Snx33	279
9899	Dus4l	279
9900	Rnf122	279
9901	Npy2r	279
9902	Lgi2	279
9903	Pld2	279
9904	Eif4ebp2	279
9905	Zfp958	279
9906	Ankrd37	279
9907	Fgfrl1	278
9908	Mir684-1_loc3	278
9909	Fmnl3	278
9910	Pafah2	278
9911	Cnbd2	278
9912	Gemin4	278
9913	Crlf1	277
9914	Agbl4	277
9915	Kctd12b	277
9916	Stat6	277
9917	Slc22a8	277
9918	Zfp623	277
9919	Cep250	277
9920	Drc1	277
9921	Ogdhl	276
9922	Mlh1	276
9923	Heatr2	276
9924	Ttc38	276
9925	Cdc25a	276
9926	Hmbox1	276
9927	Mttp	276
9928	Csf2ra	275
9929	Ar	275
9930	Bean1	275
9931	Jrkl	275
9932	Dph1	275
9933	Shkbp1	275
9934	E2f5	275
9935	Adprhl2	275
9936	Oma1	275
9937	Prkab1	275
9938	Slc9a3r1	275
9939	Fam198b	274
9940	Mid2	274
9941	Timp4	274
9942	Nudt1	274
9943	Lins	274
9944	Cep135	274
9945	Adamts10	274
9946	Ppan	274
9947	Tmem88	274
9948	Ece2	273
9949	D830031N03Rik	273
9950	E2f4	273
9951	Papd4	273
9952	Arrdc2	273
9953	Pm20d2	272
9954	Zfp668	272
9955	Ccdc157	272
9956	Slx1b	272
9957	Snora30	272
9958	Gm9833	272
9959	Slc7a2	272
9960	Zfp64	272
9961	Xaf1	272
9962	Chd1l	272
9963	Klhl40	272
9964	Nup43	271
9965	AI464131	271
9966	Trappc6a	271
9967	Zfp933	271
9968	Ispd	271
9969	Tmem69	271
9970	Rtel1	271
9971	Colgalt2	270
9972	Stat5b	270
9973	Tpbg	270
9974	Wnt7a	270
9975	Snx8	270
9976	Acsf3	270
9977	Ficd	270
9978	Orai1	270
9979	Gtpbp10	270
9980	Ehd4	270
9981	Slc16a7	270
9982	Pcsk6	270
9983	Zfp275	270
9984	Ybey	270
9985	Acot8	269
9986	Aldh1a1	269
9987	Tmem8	269
9988	Wnt9a	269
9989	Rsc1a1	269
9990	Mir5121	269
9991	Ltbp3	269
9992	Prcp	269
9993	Pex12	269
9994	Rnf121	269
9995	Aif1	269
9996	Ankrd34b	269
9997	Capn15	268
9998	Wars2	268
9999	Zfp653	268
10000	Arap1	268
10001	Pigo	268
10002	Cyp2j12	268
10003	Peo1	268
10004	Elf2	268
10005	Gucd1	268
10006	D430042O09Rik	268
10007	2210404O09Rik	268
10008	Dbr1	267
10009	C230052I12Rik	267
10010	Poc1a	267
10011	Rabl3	267
10012	Pgm1	267
10013	Bmp2k	267
10014	Astn2	267
10015	Klhl11	267
10016	Chsy1	267
10017	Tgfb1i1	266
10018	Spred3	266
10019	Chrm4	266
10020	Mppe1	266
10021	Cebpa	266
10022	Rapgef3	266
10023	Sik1	266
10024	Htr3a	266
10025	Grk5	266
10026	Akt1s1	265
10027	Zfp219	265
10028	Ankrd54	265
10029	Samhd1	265
10030	Cutc	265
10031	Amz1	265
10032	Wiz	265
10033	Krt12	265
10034	Ccm2	265
10035	Tmem100	265
10036	Zfp646	265
10037	Gm16381_loc1	265
10038	Plvap	265
10039	Myl4	265
10040	Gm16515	264
10041	Zc3h12b	264
10042	Ppic	264
10043	Ank1	264
10044	Rnasel	264
10045	Cln6	264
10046	Zfp710	264
10047	Lzic	264
10048	Taf1c	264
10049	Atg4a	264
10050	Mafb	264
10051	Lrrc1	264
10052	Slc8a3	264
10053	Rnf113a1	264
10054	Slc12a4	264
10055	Lrrc16a	263
10056	Lrrc48	263
10057	Tesk2	263
10058	Txnl4b	263
10059	Nudt7	263
10060	1600020E01Rik	263
10061	Dclre1a	262
10062	Lypd6	262
10063	Ring1	262
10064	Cntfr	262
10065	Prodh	262
10066	Plekhh3	262
10067	Zbtb48	262
10068	Pnpla7	262
10069	Chsy3	261
10070	Klc4	261
10071	Frmd3	261
10072	Peli2	261
10073	Mettl5	261
10074	Plin2	261
10075	D17H6S53E	260
10076	Kcnh5	260
10077	Ifit2	260
10078	Rabep2	260
10079	Sbno2	260
10080	Nfatc2	260
10081	Optn	260
10082	Tmem117	260
10083	Gpt	260
10084	Fam203a	260
10085	Lamb2	260
10086	1810032O08Rik	260
10087	Car12	260
10088	Hist1h2ai	259
10089	Efcab1	259
10090	Fastkd3	259
10091	Cd68	259
10092	Fam129b	259
10093	Grik3	259
10094	D130020L05Rik	259
10095	Zfp524	259
10096	Mir684-1_loc8	259
10097	Vasp	259
10098	Usb1	259
10099	Gale	258
10100	Ctgf	258
10101	Gpr176	258
10102	Sun2	258
10103	Zbtb2	258
10104	Phf21b	258
10105	Pnpla2	258
10106	Eya2	258
10107	Gm6642	258
10108	Urb2	257
10109	Scly	257
10110	Tmem120b	256
10111	9430038I01Rik	256
10112	Tbc1d8	256
10113	Slc40a1	256
10114	Zfp960	256
10115	Slc36a4	256
10116	Lrriq1	256
10117	Rpusd4	256
10118	Gtf2h4	256
10119	Ctss	256
10120	LOC100861615	256
10121	Atxn7l2	256
10122	Zfp316	255
10123	Rhebl1	255
10124	Eri1	255
10125	D930015E06Rik	255
10126	Hk2	255
10127	Kcnn1	255
10128	Lgals9	255
10129	Grin2c	255
10130	Ndufaf6	255
10131	Efemp2	254
10132	Rpia	254
10133	Slc41a2	254
10134	Adra1b	254
10135	Dbndd1	254
10136	Wee1	254
10137	Nfya	254
10138	Apln	254
10139	Mxd4	254
10140	Gm9899	254
10141	4930429B21Rik	254
10142	Zfp930	254
10143	Zswim4	253
10144	Plekhh2	253
10145	Mkln1os	253
10146	Cux2	253
10147	Cfh	253
10148	Rnase4	253
10149	Ccdc138	253
10150	Fam122b	253
10151	Lrp4	253
10152	Zfp787	253
10153	Bend4	253
10154	Mettl25	252
10155	Clip2	252
10156	Mtg2	252
10157	Tmem164	252
10158	Zfp433_loc1	252
10159	Sfrp1	252
10160	Zfp748	252
10161	Trim62	252
10162	Rad51ap2	252
10163	Skp2	252
10164	Cyp27a1	251
10165	Fam195a	251
10166	Bid	251
10167	Pcdhb7	251
10168	Nubp1	251
10169	Ramp3	251
10170	Jpx	251
10171	Usp53	251
10172	Mgst1	250
10173	Limk1	250
10174	Ipp	250
10175	Tox	250
10176	Fbxo4	250
10177	Stk30	250
10178	Nphp3	250
10179	Aldh3b1	250
10180	2810029C07Rik	249
10181	Dio2	249
10182	Slc22a15	249
10183	Ocln	249
10184	Suclg2	249
10185	Pnoc	249
10186	9930104L06Rik	249
10187	Uevld	249
10188	Gprin3	249
10189	Zfp433_loc2	249
10190	Nagpa	249
10191	Gm5801_loc2	249
10192	Rimkla	249
10193	Lrrc6	249
10194	Fbxl18	248
10195	Dock5	248
10196	Cobll1	248
10197	Snrpn	248
10198	Jag1	248
10199	Slc46a1	248
10200	Klhl32	248
10201	Relb	248
10202	4933409K07Rik_loc2	248
10203	Exosc3	248
10204	Gsg1l	248
10205	Lrrc51	248
10206	Fam212a	248
10207	Slc5a5	248
10208	AW146154	247
10209	P2rx7	247
10210	Wbscr27	247
10211	Unc93b1	247
10212	Vipr1	247
10213	Gm3696	247
10214	1700048O20Rik	247
10215	Fam86	247
10216	Nr2c1	247
10217	A830082K12Rik	247
10218	Nos3	247
10219	Zfp81	247
10220	Ldhd	246
10221	Ndst2	246
10222	Dap	246
10223	Ston2	246
10224	Pcdhb20	246
10225	Nupl2	246
10226	Mycl	246
10227	Gm13293	246
10228	P2ry12	246
10229	Eogt	245
10230	9930013L23Rik	245
10231	Phactr2	245
10232	Slc16a14	245
10233	9430083A17Rik	245
10234	Gmnn	245
10235	Fam175a	245
10236	Traf6	245
10237	Tmco6	245
10238	Plekhm1	245
10239	Dlx1os	245
10240	Adamts2	245
10241	Park2	245
10242	Pde5a	245
10243	5730508B09Rik	244
10244	Cep44	244
10245	Aldh4a1	244
10246	Ninl	244
10247	Suox	244
10248	Gm3219	244
10249	Sipa1	244
10250	1110008L16Rik	244
10251	Fbxo27	244
10252	Ccser1	244
10253	Zfp516	244
10254	Rfx4	244
10255	Csf1r	244
10256	Fdxacb1	244
10257	Prim1	244
10258	Tek	244
10259	Tbc1d31	243
10260	Ttc12	243
10261	Trp53inp1	243
10262	Slc35a3	243
10263	C130030K03Rik	242
10264	A130010J15Rik	242
10265	Efcab10	242
10266	Plek	241
10267	Arid3a	241
10268	Tmem143	241
10269	Maml3	241
10270	Klf15	241
10271	Pola1	241
10272	Dhfr	241
10273	Scyl2	241
10274	Zfp93	241
10275	Them6	240
10276	Sept5	240
10277	G0s2	240
10278	Zfp119a	240
10279	Pcdhb9	240
10280	Tbata	240
10281	Nr6a1	240
10282	Clcn6	240
10283	Rarres2	240
10284	Plk5	240
10285	Intu	240
10286	Rtl1	240
10287	Pdlim1	239
10288	Arhgap27	239
10289	2310069G16Rik	239
10290	Fastkd5	239
10291	Slc35d1	239
10292	Ccdc51	239
10293	Dera	238
10294	Kcns3	238
10295	Ptpn4	238
10296	Ercc2	238
10297	Zfp248	238
10298	Gpr17	238
10299	Map4k2	238
10300	Alyref2	238
10301	Maob	237
10302	Rgs9	237
10303	Gm16381_loc2	237
10304	Gm5577	237
10305	Gfra1	237
10306	Ptgs1	237
10307	Polr1b	237
10308	Chrna5	237
10309	Snora23	237
10310	Trex1	236
10311	Zfp784	236
10312	Bmpr1b	236
10313	Kcng2	236
10314	Htr4	236
10315	Fitm2	236
10316	Gm11974	235
10317	Mertk	235
10318	Cdon	235
10319	Bud13	235
10320	Samd10	235
10321	Aasdh	235
10322	B4galt7	235
10323	Hist1h2af	235
10324	Cstad	235
10325	Col6a1	235
10326	Ier5l	234
10327	Stk10	234
10328	Ndp	234
10329	Stac2	234
10330	A630072M18Rik	234
10331	Bahcc1	234
10332	Col11a2	234
10333	Pigg	234
10334	Wtip	233
10335	Gareml	233
10336	9230110C19Rik	233
10337	Trpm3	233
10338	Cdh9	233
10339	Zak	233
10340	Tatdn2	233
10341	Slc26a11	233
10342	Gpr83	233
10343	Greb1l	233
10344	Pisd-ps2	233
10345	Mir1897	233
10346	Zdhhc23	232
10347	Emcn	232
10348	Lcmt2	232
10349	Tbck	232
10350	March9	232
10351	Kl	232
10352	Abhd14b	232
10353	Nostrin	232
10354	Psme2b	232
10355	Edn1	231
10356	Inhba	231
10357	Nrros	231
10358	Nlrx1	231
10359	Urb1	231
10360	Taf5	231
10361	Polr1e	231
10362	Abhd2	230
10363	Ccne2	230
10364	Pecam1	230
10365	Tuba1c	230
10366	Nt5dc2	230
10367	Gpld1	230
10368	Plod2	230
10369	Acy3	230
10370	Hacl1	230
10371	Bmp2	230
10372	Rccd1	230
10373	Lyrm1	230
10374	Mir1906-2_loc2	230
10375	Etaa1	230
10376	Atad5	230
10377	Slc9a5	229
10378	Irak2	229
10379	Ube2j2	229
10380	Catsper2	229
10381	Cntnap4	229
10382	Ccdc80	229
10383	Btbd7	229
10384	BC048403	229
10385	Ly6a	229
10386	Rhbdf1	229
10387	Smoc1	229
10388	Cpt2	229
10389	Tbc1d25	229
10390	Fam181b	229
10391	L3mbtl3	229
10392	Gpr88	229
10393	Fem1c	229
10394	Mir686	229
10395	Fkbpl	229
10396	C730002L08Rik	229
10397	Hspg2	229
10398	Hexim2	229
10399	Khk	229
10400	Hist1h2ad	229
10401	Pex11a	229
10402	Kdm1b	229
10403	1810024B03Rik	228
10404	Zfp53	228
10405	Hyal2	228
10406	Yes1	228
10407	Ccdc88c	228
10408	Arrdc4	228
10409	Hist1h2be	228
10410	Gm15706	228
10411	Zfp334	227
10412	Rpgrip1	227
10413	Pcgf5	227
10414	Fbxl19	227
10415	Rab7l1	227
10416	Paqr9	227
10417	Ikzf2	227
10418	Rcor2	227
10419	Zfp94	227
10420	Zfp944	227
10421	Depdc7	227
10422	Cdh22	227
10423	Cecr2	226
10424	4930422G04Rik	226
10425	Uxs1	226
10426	Trdmt1	226
10427	Arv1	226
10428	Naglu	226
10429	Sertad3	226
10430	Tbc1d4	226
10431	Nat6	226
10432	Antxr1	226
10433	1110019D14Rik	226
10434	Uck2	226
10435	Btbd17	225
10436	Sema3a	225
10437	Zfp593	225
10438	Crybg3	225
10439	Reck	225
10440	Gng8	225
10441	Fam109a	225
10442	Spata13	225
10443	Oaf	225
10444	Pcdhb18	225
10445	Mmgt2	225
10446	Cdc14b	225
10447	Itgb5	225
10448	Dnaaf2	225
10449	Hes6	224
10450	Ssh3	224
10451	Lonrf3	224
10452	Shank2	224
10453	Zfp382	224
10454	Il17ra	224
10455	Leng9	224
10456	Fam151b	224
10457	Zdhhc18	224
10458	Zfp319	224
10459	Pskh1	224
10460	5930403L14Rik	224
10461	Retsat	224
10462	Gm6756	223
10463	Mdc1	223
10464	Pdgfc	223
10465	Pcsk1	223
10466	Ldb3	223
10467	Ankrd44	223
10468	Nup98	223
10469	Pcdha12	223
10470	Dnajc4	223
10471	Dbx2	223
10472	Nrarp	223
10473	Fndc1	222
10474	Zfp341	222
10475	Gpr125	222
10476	Nyap2	222
10477	Pycard	222
10478	Gm13629	222
10479	Syngap1	222
10480	Tnfrsf25	222
10481	Snord64	222
10482	Adpgk	222
10483	Apex2	222
10484	Rims1_loc2	222
10485	Wdr46	222
10486	Ly6c2	222
10487	Itih3	222
10488	Hist2h3c1	221
10489	Irgm1	221
10490	Serpinb9	221
10491	Zfp354a	221
10492	Ppap2c	221
10493	Glt1d1	221
10494	Zfp712	221
10495	Taco1	221
10496	Pkib	221
10497	Hmox1	220
10498	Atp8a2	220
10499	Nxpe4	220
10500	Cpne9	220
10501	Zfp939	220
10502	Nfil3	220
10503	Kctd21	220
10504	Med26	220
10505	Tgfbi	220
10506	Itga7	220
10507	Btbd11	220
10508	Spopl	220
10509	Adarb2	220
10510	Ubiad1	220
10511	Ushbp1	219
10512	Eva1a	219
10513	Nmb	219
10514	Exo5	219
10515	Prss36	219
10516	Utp14b	219
10517	Eng	219
10518	Stk35	219
10519	Casp6	219
10520	Mtmr9	218
10521	Rab43	218
10522	Gm13298_loc4	218
10523	Ulk4	218
10524	Cspg4	218
10525	Itgbl1	218
10526	Ctu1	218
10527	Mcc	218
10528	Tmem177	218
10529	Nid1	217
10530	Gm13298_loc3	217
10531	Cbs	217
10532	Stab1	217
10533	2610316D01Rik	217
10534	Rbak	217
10535	Zscan22	217
10536	Tmem104	217
10537	Vtn	217
10538	Tagln	217
10539	Rsad1	217
10540	Sstr4	217
10541	Zbtb26	217
10542	Gm20063	217
10543	Hn1l	217
10544	Lepre1	216
10545	Ppil6	216
10546	Gpr75	216
10547	Rab42	216
10548	Lama4	216
10549	Cad	216
10550	Tspo	216
10551	Steap2	215
10552	Mycn	215
10553	Tmem198b	215
10554	Crispld1	215
10555	Cacna2d2	215
10556	Pygm	215
10557	Invs	215
10558	Zfp39	215
10559	Cdyl	215
10560	Ap1g2	215
10561	Wdr5b	214
10562	Tnfaip3	214
10563	Slc7a6os	214
10564	Rac3	214
10565	Zfp934	214
10566	Ubox5	214
10567	Sirt5	214
10568	Cables1	214
10569	Pvt1	214
10570	Lactb2	214
10571	Vrk2	214
10572	Zfp566	214
10573	Rras	213
10574	Zbed3	213
10575	Trmt2b	213
10576	Nubpl	213
10577	Thg1l	213
10578	Lix1l	213
10579	Ttbk1	213
10580	Ism1	213
10581	Zfp280b	213
10582	Mitf	213
10583	Fam43a	213
10584	Agmo	213
10585	Sema3d	213
10586	1700052K11Rik	212
10587	Wnt5a	212
10588	Slc18b1	212
10589	Pcbd1	212
10590	Zbtb25	212
10591	Pstpip2	212
10592	E130317F20Rik	212
10593	Arhgef6	212
10594	Srl	211
10595	Kdelc2	211
10596	Poli	211
10597	Dcdc2a	211
10598	Pus7l	211
10599	Supt20	211
10600	B3gat2	211
10601	Stard5	211
10602	Bcl2l11	211
10603	Hyls1	211
10604	Mmrn2	211
10605	Mri1	211
10606	St3gal6	211
10607	Dapk2	210
10608	Casp2	210
10609	Sco1	210
10610	Gm5803	210
10611	1110035M17Rik	210
10612	Pcdhb3	210
10613	Lrrc8c	210
10614	Ppcs	209
10615	Cbx8	209
10616	Arrdc1	209
10617	Dusp23	209
10618	Phkg1	209
10619	Dnajc25	209
10620	Gcfc2	209
10621	Cdkl3	209
10622	Igf2bp3	209
10623	Lgi4	209
10624	Baiap2l1	209
10625	Cntn5	209
10626	Skida1	209
10627	Dhx34	209
10628	Gm10778_loc1	209
10629	Sfxn2	209
10630	Cnnm4	209
10631	Homez	208
10632	Gm3258	208
10633	Fam149a	208
10634	Ppp1r3c	208
10635	Gjc1	208
10636	Prrg2	208
10637	Pcolce2	208
10638	Rmnd1	208
10639	Cst6	208
10640	Dctd	208
10641	Zhx3	208
10642	Gm10033	208
10643	Gbp7	208
10644	Rprl3	207
10645	Grm8	207
10646	Arhgef15	207
10647	Npas1	207
10648	Pqlc2	207
10649	Rad9a	207
10650	Morn1	207
10651	Ecm1	207
10652	Usp27x	207
10653	Efcab6	207
10654	Slc38a5	207
10655	Zkscan16	207
10656	Hook2	207
10657	1700019D03Rik	207
10658	Gem	207
10659	St3gal1	207
10660	R74862	207
10661	Bace2	207
10662	1110034G24Rik	207
10663	Col5a2	207
10664	Coch	206
10665	Insm1	206
10666	Zfp758	206
10667	Zfp52	206
10668	Ptges3l	206
10669	Rara	206
10670	Cys1	206
10671	Gm11602	206
10672	Gpr153	206
10673	Caskin2	205
10674	Aldh1l2	205
10675	Lama5	205
10676	Zfpm2	205
10677	2900009J06Rik	205
10678	Slc2a4rg-ps	205
10679	Zfp963	205
10680	Dnajc17	205
10681	Bche	205
10682	Pfn4	205
10683	Sf3a2	205
10684	Slc25a32	205
10685	Ccdc74a	205
10686	Irf1	205
10687	Zscan29	205
10688	Laptm5	205
10689	Fam189a2	205
10690	Sowahc	205
10691	Dock11	204
10692	Slc25a15	204
10693	Sp2	204
10694	Lhfpl3	204
10695	Pars2	204
10696	C1qa	204
10697	Ap4m1	203
10698	AK010878	203
10699	Cep85l	203
10700	Sox6	203
10701	Fign	203
10702	Metrnl	203
10703	Pms1	203
10704	Rdm1	203
10705	Drd1a	203
10706	1700049G17Rik	203
10707	Cx3cr1	203
10708	6430573F11Rik	203
10709	Poll	203
10710	Ifitm10	202
10711	Kbtbd8	202
10712	Chml	202
10713	Zfp873	202
10714	Arid5a	202
10715	Rhpn2	202
10716	B3gntl1	202
10717	Polr3g	202
10718	Gm13446	202
10719	Rn4.5s_loc9	202
10720	Fzd1	202
10721	N4bp3	202
10722	Plagl2	201
10723	4632428N05Rik	201
10724	Hlcs	201
10725	Ptar1	201
10726	Hic2	201
10727	Ltbp1	201
10728	C530005A16Rik	201
10729	Ddx59	201
10730	Sema4b	201
10731	Chac1	201
10732	Gstm4	201
10733	Grap	201
10734	Clec11a	201
10735	Fam211b	200
10736	Gm14169	200
10737	Mob3c	200
10738	Icam2	200
10739	Fbxo46	200
10740	Entpd1	200
10741	Car15	200
10742	Itgb8	200
10743	4933412E12Rik	200
10744	Gna12	200
10745	Ptgs2	199
10746	Ablim3	199
10747	1700094D03Rik	199
10748	Slc25a13	199
10749	Esrrg	199
10750	Zscan12	199
10751	Fpgs	199
10752	Map3k13	199
10753	Gpr25	199
10754	6330418K02Rik	199
10755	1600002H07Rik	199
10756	Shb	198
10757	Cdkn1c	198
10758	Rltpr	198
10759	Snora28	198
10760	Rpl34	198
10761	9430008C03Rik	198
10762	Foxq1	198
10763	Dazl	198
10764	Herc6	198
10765	Pcdhb14	198
10766	Srpk3	198
10767	Nfe2l3	198
10768	Pros1	198
10769	Cntn6	198
10770	Ccdc166	198
10771	Mrgpre	197
10772	Acvrl1	197
10773	Selenbp1	197
10774	Dcxr	197
10775	Asah2	197
10776	Frat2	197
10777	Cldn14	197
10778	Enkd1	197
10779	Thsd1	197
10780	Syt6	197
10781	Tfeb	197
10782	Sspn	197
10783	Gm3414	197
10784	Setd4	196
10785	Acvr2b	196
10786	Wfdc1	196
10787	4930594C11Rik	196
10788	Rbp4	196
10789	C130026L21Rik	196
10790	Fzd2	196
10791	Dleu7	196
10792	Il11ra1	196
10793	Spry3	196
10794	Vmac	196
10795	Spint2	196
10796	Ovgp1	196
10797	Epb4.1	195
10798	Kremen1	195
10799	Rasgrp2	195
10800	Cgnl1	195
10801	Alg8	195
10802	A730017L22Rik	195
10803	3300002I08Rik	195
10804	Pacrgl	195
10805	Mars2	195
10806	Sept10	194
10807	Itpkc	194
10808	Tmem81	194
10809	Zfp862	194
10810	Arhgap18	194
10811	Fcgr1	194
10812	Fads2	194
10813	Gm8994	194
10814	Tyrobp	193
10815	Zfp11	193
10816	Zkscan2	193
10817	2610035D17Rik	193
10818	Rad51c	193
10819	Ebf4	193
10820	Zswim5	193
10821	Slc9a4	193
10822	Tmem132d	193
10823	Mettl15	193
10824	Pcdh18	193
10825	Zfp652	193
10826	1700030J22Rik	192
10827	Tbc1d22b	192
10828	Sdr42e1	192
10829	Ccdc61	192
10830	Mboat1	192
10831	Prokr2	192
10832	Tmem132e	192
10833	Ncapd2	192
10834	Gas2	192
10835	Lor	192
10836	D11Wsu47e	192
10837	Vcan	192
10838	Anxa4	192
10839	Engase	192
10840	Cd38	192
10841	Map3k1	192
10842	Spry4	192
10843	Serhl	191
10844	Dhrsx	191
10845	Scd4	191
10846	Rhoj	191
10847	Prkd1	191
10848	Ralgps1	191
10849	Slc25a53	191
10850	C1qb	191
10851	Stx1b	191
10852	Gas1	191
10853	Rbm12b1	191
10854	Dach1	191
10855	Tsen54	191
10856	Zfp599	191
10857	Zfp383	191
10858	Mad2l1	191
10859	Sncg	191
10860	Rnf135	190
10861	Cmbl	190
10862	Ppp4r1l-ps	190
10863	Cd97	190
10864	Rasgef1c	190
10865	Zfp273	190
10866	Spag6	190
10867	Iqcg	190
10868	Slfn5	190
10869	Grk4	190
10870	B4galt1	190
10871	Ghdc	190
10872	Radil	190
10873	Pald1	189
10874	Leng1	189
10875	Cry1	189
10876	Rassf4	189
10877	Axl	189
10878	Ppp1r35	189
10879	Pld1	189
10880	Tpm2	189
10881	Spef1	189
10882	Tlcd1	189
10883	Tmem194b	189
10884	Pomc	188
10885	Elk3	188
10886	Ksr1	188
10887	Deptor	188
10888	Fam84b	188
10889	Rem2	188
10890	Msx1	188
10891	Cep76	188
10892	9130221H12Rik	188
10893	Nedd1	188
10894	A930017M01Rik	187
10895	Bcar3	187
10896	Wdr76	187
10897	Glis2	187
10898	Zkscan17	187
10899	Zfp128	187
10900	Mcm7	187
10901	Slx4ip	187
10902	Actn2	187
10903	Zfp449	187
10904	Mmp15	187
10905	Serpinb8	187
10906	Ubtd1	186
10907	Isoc2b	186
10908	Ccdc13	186
10909	Zfp772	186
10910	Tmem241	186
10911	Slc24a4	186
10912	Grip2	186
10913	Rab11fip4	186
10914	Itga1	186
10915	LOC101669761	186
10916	Rps6ka1	186
10917	Armc2	186
10918	Zfp768	185
10919	Npm3	185
10920	Nxn	185
10921	Acta2	185
10922	Acot11	185
10923	Tlr3	185
10924	Abcc4	185
10925	Sla	185
10926	Fam228b	185
10927	Clic5	184
10928	Rbms2	184
10929	Zfp3	184
10930	Rdh10	184
10931	Tmem106c	184
10932	Cdh5	184
10933	Lrrc3b	184
10934	Rps27	184
10935	Nthl1	184
10936	Scara3	184
10937	Eya1	184
10938	E330020D12Rik	184
10939	Rab27a	183
10940	Gm16062	183
10941	6430706D22Rik	183
10942	Manba	183
10943	Rhbdl3	183
10944	Fam184b	183
10945	Fam219a	183
10946	Fam188b	183
10947	Fcgr3	183
10948	4732491K20Rik	183
10949	Rgs20	183
10950	Plcd4	183
10951	Klhdc9	183
10952	Ikzf4	183
10953	Msantd1	182
10954	0610007N19Rik	182
10955	Mrm1	182
10956	C030006K11Rik	182
10957	Zfp367	182
10958	Tango6	182
10959	Tnnc1	182
10960	Dgka	182
10961	Trpc3	182
10962	Slc16a4	182
10963	Zfp628	182
10964	Fzd6	182
10965	Xrcc6bp1	181
10966	Gm10373	181
10967	Kif17	181
10968	Plxdc1	181
10969	Nipal2	181
10970	Rerg	181
10971	Hhatl	181
10972	Fancd2	181
10973	Zfp446	181
10974	Mef2d	181
10975	Pnma1	181
10976	Syt10	181
10977	Zbed4	181
10978	Raly	181
10979	Setmar	181
10980	Dnah7a	181
10981	Plcd1	181
10982	Ksr2	180
10983	Npepl1	180
10984	Sox1	180
10985	BC052040	180
10986	Zbtb8a	180
10987	Gm17762	180
10988	Gemin8	180
10989	2010015L04Rik	180
10990	Mettl18	180
10991	Hist1h2ah	179
10992	Hist1h4c	179
10993	Gm13251	179
10994	Zfp472	179
10995	9430021M05Rik	179
10996	Polm	179
10997	Fcrls	179
10998	Ccdc3	179
10999	Angel1	179
11000	Ankrd52	179
11001	Nes	179
11002	Tradd	179
11003	Tbc1d8b	178
11004	Taf8	178
11005	1700003M07Rik	178
11006	Plcxd1	178
11007	Nts	178
11008	Caprin2	178
11009	Rps15a-ps6	178
11010	Col27a1	178
11011	D2hgdh	178
11012	Scaf1	178
11013	Zfp369	178
11014	Higd1b	178
11015	Bcat2	178
11016	Mdk	178
11017	Lipo1	177
11018	1110020A21Rik	177
11019	Phldb2	177
11020	Ripply2	177
11021	Btbd19	177
11022	Nog	177
11023	Lyn	177
11024	Vav3	177
11025	Kif9	177
11026	Gpr101	177
11027	Zfp354b	177
11028	Zfp7	177
11029	Tenc1	177
11030	Jrk	177
11031	Kcnh2	176
11032	Tfpi	176
11033	Zmynd10	176
11034	Mzf1	176
11035	Dnah1	176
11036	B230217O12Rik	176
11037	Rnf144b	176
11038	Abcc10	176
11039	Rad18	176
11040	Mustn1	176
11041	Podxl2	176
11042	Gsto2	175
11043	Jag2	175
11044	AU021092	175
11045	Boc	175
11046	1700029J07Rik	175
11047	Malt1	174
11048	Tfr2	174
11049	Rcc1	174
11050	Hspb3	174
11051	Ccdc120	174
11052	Tbx3	174
11053	Fbxo30	174
11054	Actr5	174
11055	Zfp13	174
11056	Gdap10	174
11057	Cthrc1	174
11058	Erbb4	174
11059	Bhlha9	174
11060	G530011O06Rik	174
11061	Gm15663	174
11062	Adat1	174
11063	Lct	174
11064	Mgme1	174
11065	Lpar4	174
11066	Fgf10	173
11067	Cetn4	173
11068	Zbtb49	173
11069	Npl	173
11070	Lrrc3	173
11071	4930563E22Rik	173
11072	Dkkl1	173
11073	Xpo4	173
11074	Dact1	173
